"ProductReference","Name","PrimaryCategory","CurrencyCode","CurrencyDescription","LegalStructure","ClosedToInvestDate","ReopenToInvestDate","InceptionDate","PerformanceStartDate","PerformanceEndDate","GrossNett","InitialNAV","InitialSharePrice","Guaranteed","NavROR","MinimumInvestment","ManagementFee","IncentiveFee","ManagementFeePayablePeriod","HighWaterMark","ShareEqualisationMethod","Leveraged","MaxLeverage","AvgLeverage","Futures","Derivatives","Margin","FXCredit","PersonalCapital","PersonalCapitalAmount","CurrencyExposure","OpenEnded","OpenToPublic","InvestsInManagedAccounts","InvestsInOtherFunds","AcceptsManagedAccounts","ManagedAccountsMinAmount","TrackingFrequency","SubscriptionFrequency","RedemptionFrequency","RedemptionNoticePeriod","LockUpPeriod","LockUpComment","PayOutPeriod","PayOutComment","AuditDate","RegisteredInvestmentAdviser","DomicileState","DomicileCountry"
113659,"LGT Crown Managed Futures N USD","Managed Futures","USD","US Dollar","ICVC",,,2015-12-31 00:00:00,2017-06-19 00:00:00,2019-10-31 00:00:00,"N",,,,"N",120000000,0.85,,,0,0,0,,,0,0,0,0,0,,0,0,0,0,,0,,,"Monthly","Monthly",,0,"",,"",2018-12-31 00:00:00,0,,"Ireland"
113660,"Prime Capital Blue Chip Fund Ltd E CHF","Fund of Funds","CHF","Swiss Franc","Exempted Company",,,2012-09-28 00:00:00,2016-11-10 00:00:00,2019-09-30 00:00:00,"N",,,,"N",5000000,0.5,0,"Quarterly",1,0,0,,,0,0,0,0,1,,0,1,0,1,,0,,,"Monthly","Quarterly",,0,"No lockup period.",0,"No payout period.",2018-12-31 00:00:00,0,,"Cayman Islands"
113661,"Hedge Invest Global Fund HI1","Fund of Funds","EUR","Euro","IT - Fondi Speculativi",,,2016-02-29 00:00:00,2017-04-07 00:00:00,2019-09-30 00:00:00,"N",,,,"N",500000,1,,,0,0,0,,,0,0,0,0,0,,0,0,0,0,,0,,,"Monthly","Monthly",,0,"",,"",2018-12-31 00:00:00,0,,"Italy"
113662,"Hedge Invest Global Fund HI2","Fund of Funds","EUR","Euro","IT - Fondi Speculativi",,,2016-02-29 00:00:00,2017-04-07 00:00:00,2019-09-30 00:00:00,"N",,,,"N",500000,1,,,0,0,0,,,0,0,0,0,0,,0,0,0,0,,0,,,"Monthly","Monthly",,0,"",,"",2018-12-31 00:00:00,0,,"Italy"
113663,"Hedge Invest Global Fund PF","Fund of Funds","EUR","Euro","IT - Fondi Speculativi",,,2016-04-29 00:00:00,2017-04-07 00:00:00,2019-09-30 00:00:00,"N",,,,"N",500000,1,,,0,0,0,,,0,0,0,0,0,,0,0,0,0,,0,,,"Monthly","Monthly",,0,"",,"",2018-12-31 00:00:00,0,,"Italy"
113669,"NS Selection SICAV-SIF Arowana A CHF","Fund of Funds","CHF","Swiss Franc","SICAV",,,2010-12-31 00:00:00,2016-11-22 00:00:00,2019-09-30 00:00:00,"N",,,,"N",125000,0.75,0,,0,0,0,,,0,0,0,0,0,,0,0,0,0,,0,,,"Monthly","Monthly",,0,"No lockup",45,"",2018-12-31 00:00:00,0,,"Luxembourg"
113670,"EntrustPermal Macro Holdings Ltd S USD","Fund of Funds","USD","US Dollar","Open Ended Investment Scheme",,,2007-08-31 00:00:00,2017-03-31 00:00:00,2019-09-30 00:00:00,"N",,,,"N",25000,2,,,0,0,1,,,0,0,0,0,0,,0,0,0,0,,0,,,"Monthly","Monthly",,0,"",,"",2018-12-31 00:00:00,0,,"Virgin Islands (British)"
113671,"Penjing Asia Equity A USD","Fund of Funds","USD","US Dollar","OEIC",,,2016-09-30 00:00:00,2017-06-30 00:00:00,2019-09-30 00:00:00,"N",,,,"N",3000000,0.875,7,,1,0,1,,,0,0,0,0,0,,0,0,0,0,,0,,,"Monthly","Monthly",,0,"Undisclosed",,"Undisclosed",2018-11-30 00:00:00,0,,"Cayman Islands"
113672,"ZHA-Alternative Alpha (CHF hedged)","Undefined","CHF","Swiss Franc",,,,2004-12-31 00:00:00,2012-08-20 00:00:00,2019-08-31 00:00:00,"N",,,,"N",,,,,0,0,0,,,0,0,0,0,0,,0,0,0,0,,0,,,,,,0,"",,"",2018-12-31 00:00:00,0,,"Switzerland"
113823,"Nara Capital Fund","Other","USD","US Dollar","Limited Partnership",,,2017-04-03 00:00:00,2017-11-23 00:00:00,2019-09-30 00:00:00,"N",,,,"N",1000000,,,,0,0,0,,,0,0,0,0,0,,0,0,0,0,,0,,,,,,0,"No lockup",0,"No Payout",2018-12-31 00:00:00,0,,"Cayman Islands"
113943,"Nemrod Diversified Holdings Ltd C USD","Fund of Funds","USD","US Dollar","LU - SIF - SICAV",,,2011-10-31 00:00:00,2017-06-12 00:00:00,2019-09-30 00:00:00,"N",,,,"N",100000,2,0,,0,0,1,,,0,0,0,0,0,,0,0,0,0,,0,,,"Monthly","Monthly",,0,"",5,"",2018-12-31 00:00:00,0,,"Luxembourg"
113947,"Blackpoint - R Opal Global Trading C USD","Fund of Funds","USD","US Dollar","LU - SIF - SICAV",,,2011-10-31 00:00:00,2017-06-16 00:00:00,2019-09-30 00:00:00,"N",,,,"N",100000,1.5,5,,0,0,0,,,0,0,0,0,0,,0,0,0,0,,0,,,"Monthly","Monthly",,0,"",5,"",2019-05-20 00:00:00,0,,"Luxembourg"
113948,"Blackpoint - R Opal Global Trading A EUR","Fund of Funds","EUR","Euro","LU - SIF - SICAV",,,2005-01-31 00:00:00,2017-06-16 00:00:00,2019-09-30 00:00:00,"N",,,,"N",100000,1.5,5,,0,0,0,,,0,0,0,0,0,,0,0,0,0,,0,,,"Monthly","Monthly",,0,"",5,"",2019-05-20 00:00:00,0,,"Luxembourg"
113989,"Harmonic Investors LLC Fund I","Other","USD","US Dollar","AT - Alternative Investments",,,2016-07-01 00:00:00,2017-09-06 00:00:00,2019-09-30 00:00:00,"N",,,,"N",500000,,,,0,0,0,,,0,0,0,0,1,,0,1,1,1,,1,,,"Not Defined","Not Defined",,0,"No Lockup Period",0,"No Payout Period",2018-12-31 00:00:00,1,,"United States"
114029,"Guardian Strategic Income Fund Series I","Other","CAD","Canadian Dollar","CA - Trust",,,2015-11-02 00:00:00,2016-04-19 00:00:00,2019-10-31 00:00:00,"N",,,,"N",25000,0,,,0,0,1,,,0,0,0,0,0,,0,0,0,0,,0,,,"Not Defined","Not Defined",,0,"Lockup period undsiclosed",,"Payout period undisclosed",2018-12-31 00:00:00,0,,"Canada"
114030,"Guardian Strategic Income Fund Series A","Other","CAD","Canadian Dollar","CA - Trust",,,2013-05-31 00:00:00,2016-04-19 00:00:00,2019-10-31 00:00:00,"N",,,,"N",25000,2,15,,1,0,1,,,0,0,0,0,0,,0,0,0,0,,0,,,"Not Defined","Not Defined",,0,"Lockup period undisclosed",,"Payout period undisclosed",2018-12-31 00:00:00,0,,"Canada"
114031,"Guardian Strategic Income Fund Series F","Other","CAD","Canadian Dollar","CA - Trust",,,2013-05-31 00:00:00,2016-04-19 00:00:00,2019-10-31 00:00:00,"N",,,,"N",25000,1,,,0,0,1,,,0,0,0,0,0,,0,0,0,0,,0,,,"Not Defined","Not Defined",,0,"Lockup period undisclosed",,"Payout period undisclosed",2018-12-31 00:00:00,0,,"Canada"
114032,"Winton Diversified UCITS I2 GBP","Undefined","GBP","British Pound Sterling",,,,2017-07-03 00:00:00,2017-09-21 00:00:00,2019-10-31 00:00:00,"N",,,,"N",50000,,,,0,0,1,,,0,0,0,0,0,,0,0,0,0,,0,,,,,,0,"",,"",2019-02-28 00:00:00,0,,"Ireland"
114033,"Leonidas Macro Fund","Multi-Strategy","USD","US Dollar","Limited Liability Company",,,2017-04-01 00:00:00,2017-08-24 00:00:00,2019-09-30 00:00:00,"N",,,,"N",100000,2,20,,1,0,0,,,0,0,0,0,0,,0,0,0,0,,0,,,,"Quarterly",,0,"No Lockup Period",7,"Payout Period is 7 days",2018-12-31 00:00:00,0,,"United States"
114034,"Vulcan Metals Fund","Multi-Strategy","USD","US Dollar","Limited Liability Company",,,2017-03-01 00:00:00,2017-08-24 00:00:00,2019-09-30 00:00:00,"N",,,,"N",100000,2,20,,1,0,0,,,0,0,0,0,0,,0,0,0,0,,0,,,,"Quarterly",,0,"No Lockup Period",7,"Payout Period is 7 days",2018-12-31 00:00:00,0,,"United States"
114035,"Vulcan Metals SP","Multi-Strategy","USD","US Dollar","Limited Liability Company",,,2017-03-02 00:00:00,2017-08-24 00:00:00,2019-09-30 00:00:00,"N",,,,"N",100000,2,20,,1,0,0,,,0,0,0,0,0,,0,0,0,0,,0,,,,"Quarterly",,0,"No Lockup Period",,"Payout Period Undisclosed",2018-12-31 00:00:00,0,,"Cayman Islands"
114071,"Chilton Small Cap & Mid Cap","Long/Short Equity Hedge","USD","US Dollar","Limited Partnership",,,2014-07-01 00:00:00,2017-09-08 00:00:00,2019-09-30 00:00:00,"N",,,,"N",1000000,,,,1,0,1,,,0,0,0,0,0,,0,0,0,0,,0,,,"Monthly","Quarterly",,0,"No Lock-up",10,"",2018-12-31 00:00:00,1,,"United States"
114080,"CC&L Diversified Market Neutral Fund Class A","Equity Market Neutral","CAD","Canadian Dollar","CA - Trust",,,2014-04-18 00:00:00,2015-01-22 00:00:00,2019-10-31 00:00:00,"N",,,,"N",25000,1.8,,,0,0,0,,,0,0,0,0,0,,0,0,0,0,,0,,,,,,0,"",,"",2018-12-31 00:00:00,0,,"Canada"
114081,"CC&L Diversified Market Neutral Fd Class F","Equity Market Neutral","CAD","Canadian Dollar","CA - Trust",,,2014-04-21 00:00:00,2015-01-22 00:00:00,2019-10-31 00:00:00,"N",,,,"N",25000,0.8,,,0,0,0,,,0,0,0,0,0,,0,0,0,0,,0,,,,,,0,"",,"",2018-12-31 00:00:00,0,,"Canada"
114082,"MidOcean Absolute Return Credit Fund LP","Other","USD","US Dollar","Limited Partnership",,,2010-02-01 00:00:00,2019-05-17 00:00:00,2019-08-31 00:00:00,"N",,,,"N",1000000,,,,1,0,0,,,0,0,0,0,0,,0,0,0,0,,1,75000000,,"Monthly","Monthly",,0,"not disclosed",,"Not disclosed",2019-03-12 00:00:00,1,,"United States"
114085,"MidOcean Credit Opportunity Fund LP","Other","USD","US Dollar","Limited Partnership",,,2009-04-01 00:00:00,2019-05-17 00:00:00,2019-08-31 00:00:00,"N",,,,"N",100000,,,,1,0,1,,,0,0,0,0,0,,0,0,0,0,,1,75000000,,"Monthly","Quarterly",,12,"Not disclosed",,"Not disclosed",2018-12-31 00:00:00,1,,"United States"
114112,"Audentia Capital SICAV II PLC-Commodity Feeder A","Global Macro","EUR","Euro","SICAV",,,2017-01-31 00:00:00,2017-09-04 00:00:00,2018-08-31 00:00:00,"N",,,,"N",75000,,,,0,0,0,,,0,0,0,0,0,,0,0,0,0,,0,,,,,,0,"",,"",2018-12-31 00:00:00,0,,"Malta"
114124,"Vertex Arbitrage Fund Plus Class F","Event Driven","CAD","Canadian Dollar","CA - Trust",,,2017-02-28 00:00:00,2017-08-31 00:00:00,2019-10-31 00:00:00,"N",,,,"N",25000,1,15,,1,0,1,,,0,0,0,0,0,,0,0,0,0,,0,,,,"Monthly",,0,"Lockup period undisclosed",5,"",2018-12-31 00:00:00,0,,"Canada"
114125,"Vertex Arbitrage Fund Plus Class B","Event Driven","CAD","Canadian Dollar","CA - Trust",,,2017-02-28 00:00:00,2017-08-31 00:00:00,2019-10-31 00:00:00,"N",,,,"N",25000,2,15,,1,0,1,,,0,0,0,0,0,,0,0,0,0,,0,,,,"Monthly",,0,"Lockup period undisclosed",5,"",2018-12-31 00:00:00,0,,"Canada"
114236,"SAM Asia Pacific Opportunities Fund LP","Long/Short Equity Hedge","USD","US Dollar","Limited Partnership",,,2015-07-01 00:00:00,2017-11-21 00:00:00,2019-09-30 00:00:00,"N",,,,"N",1000000,,0,"Quarterly",0,0,0,,,0,0,0,0,0,,0,1,0,0,,0,,,"Monthly","Monthly",,0,"No lockup period.",0,"No payout period.",2018-12-31 00:00:00,0,,"United States"
114250,"Sandler Total Return Opportunities Fund LP","Other","USD","US Dollar","Limited Partnership",,,2016-03-01 00:00:00,2017-09-25 00:00:00,2019-09-30 00:00:00,"N",,,,"N",1000000,,,,1,0,0,,,0,0,0,0,0,,0,0,0,0,,0,,,"Monthly","Quarterly",,0,"No lockup period.",0,"No payout period.",2018-12-31 00:00:00,0,,"United States"
114307,"AlphaGen Relative Value Agriculture A USD","Other","USD","US Dollar","Open-ended investment fund",,,2010-10-01 00:00:00,2017-09-10 00:00:00,2019-09-30 00:00:00,"N",,,,"N",100000,1.5,20,,1,0,1,,,0,0,0,0,1,100000,0,1,0,0,,1,25000000,,"Monthly","Monthly",,0,"No lockup.",20,"",2018-12-31 00:00:00,0,,"Cayman Islands"
114315,"Teewinot Vista Fund, LP","Long/Short Equity Hedge","USD","US Dollar","Limited Partnership",,,2016-06-01 00:00:00,2017-09-14 00:00:00,2019-09-30 00:00:00,"N",,,,"N",1000000,,,,1,0,1,,,0,0,0,0,0,,0,1,1,0,,1,,,"Monthly","Quarterly",,12,"",0,"No Payout",2018-12-31 00:00:00,1,,"United States"
114317,"Renaissance Institutional Diversified Glo Eq Fund","Equity Market Neutral","USD","US Dollar","Limited Partnership",,,2016-04-01 00:00:00,2017-09-18 00:00:00,2019-09-30 00:00:00,"N",,,,"N",1000000,,10,,1,0,0,,,1,0,0,0,0,,0,0,1,0,,0,,,,,,0,"",10,"",2018-12-31 00:00:00,0,,"United States"
114602,"Contrendian Master Fund","Fund of Funds","USD","US Dollar","Individual Managed Accounts",,,2017-06-28 00:00:00,2017-09-26 00:00:00,2019-09-30 00:00:00,"N",,,,"N",1000000,1.5,15,,1,0,1,200,150,0,0,1,0,1,1000000,0,1,0,1,,1,1000000,,"Weekly","Daily",,0,"No Lockup Period",30,"",2018-12-31 00:00:00,0,,"Hong Kong"
114636,"Kairos Pegasus E2 EUR","Other","EUR","Euro",,,,2014-08-01 00:00:00,2018-09-17 00:00:00,2019-09-30 00:00:00,"N",,,,"N",125000,,,,1,1,1,250,,1,1,1,1,0,,0,0,0,0,,0,,,,,,0,"No Lockup Period",0,"No Payout Period",2018-12-31 00:00:00,0,,"Luxembourg"
114646,"QMC III Iberian Capital Fund A, FIL","Other","EUR","Euro","ES & PT - FIL",,,2017-10-13 00:00:00,2017-11-09 00:00:00,2019-10-31 00:00:00,"N",,,,"N",100000,,,,0,0,0,,,0,0,0,0,0,,0,0,0,0,,0,,,,,,0,"",,"",2018-12-31 00:00:00,0,,"Spain"
114647,"QMC III Iberian Capital Fund A (1), FIL","Other","EUR","Euro","ES & PT - FIL",,,2017-10-13 00:00:00,2017-11-09 00:00:00,2019-10-31 00:00:00,"N",,,,"N",100000,,,,0,0,0,,,0,0,0,0,0,,0,0,0,0,,0,,,,,,0,"",,"",2018-12-31 00:00:00,0,,"Spain"
114648,"QMC III Iberian Capital Fund B, FIL","Other","EUR","Euro","ES & PT - FIL",,,2017-10-13 00:00:00,2017-11-09 00:00:00,2019-10-31 00:00:00,"N",,,,"N",1000000,,,,0,0,0,,,0,0,0,0,0,,0,0,0,0,,0,,,,,,0,"",,"",2018-12-31 00:00:00,0,,"Spain"
114649,"QMC III Iberian Capital Fund B (1), FIL","Other","EUR","Euro","ES & PT - FIL",,,2017-10-13 00:00:00,2017-11-09 00:00:00,2019-10-31 00:00:00,"N",,,,"N",1000000,,,,0,0,0,,,0,0,0,0,0,,0,0,0,0,,0,,,,,,0,"",,"",2018-12-31 00:00:00,0,,"Spain"
114650,"QMC III Iberian Capital Fund C, FIL","Other","EUR","Euro","ES & PT - FIL",,,2017-10-13 00:00:00,2017-11-09 00:00:00,2019-10-31 00:00:00,"N",,,,"N",6000000,,,,0,0,0,,,0,0,0,0,0,,0,0,0,0,,0,,,,,,0,"",,"",2018-12-31 00:00:00,0,,"Spain"
114651,"QMC III Iberian Capital Fund C (1), FIL","Other","EUR","Euro","ES & PT - FIL",,,2017-10-13 00:00:00,2017-11-09 00:00:00,2019-10-31 00:00:00,"N",,,,"N",6000000,,,,0,0,0,,,0,0,0,0,0,,0,0,0,0,,0,,,,,,0,"",,"",2018-12-31 00:00:00,0,,"Spain"
114654,"QMC III Iberian Capital Fund E, FIL","Other","EUR","Euro","ES & PT - FIL",,,2017-10-13 00:00:00,2017-11-09 00:00:00,2019-10-31 00:00:00,"N",,,,"N",100000,,,,0,0,0,,,0,0,0,0,0,,0,0,0,0,,0,,,,,,0,"",,"",2018-12-31 00:00:00,0,,"Spain"
114671,"Kairos Pegasus E1 EUR","Other","EUR","Euro",,,,2014-01-01 00:00:00,2018-09-17 00:00:00,2019-09-30 00:00:00,"N",,,,"N",125000,,,,1,1,1,250,,1,1,0,1,0,,0,1,0,0,,0,,,,,,0,"No Lockup Period",0,"No Payout Period",2018-12-31 00:00:00,1,,"Luxembourg"
114672,"Kairos Pegasus D2 USD","Other","USD","US Dollar",,,,2014-08-01 00:00:00,2018-09-17 00:00:00,2019-09-30 00:00:00,"N",,,,"N",125000,,,,1,1,1,250,,1,1,1,1,0,,0,0,0,0,,0,,,,,,0,"No Lockup Period",0,"No Payout Period",2018-12-31 00:00:00,1,,"Luxembourg"
114673,"Kairos Pegasus D1 USD","Other","USD","US Dollar",,,,2014-01-01 00:00:00,2018-09-17 00:00:00,2019-09-30 00:00:00,"N",,,,"N",125000,,,,1,1,1,250,,1,1,1,1,0,,0,1,0,0,,0,,,,,,0,"No Lockup Period",0,"No Payout Period",2018-12-31 00:00:00,1,,"Luxembourg"
114675,"HSBC GH R CHF Institutional","Fund of Funds","CHF","Swiss Franc","Unit trust - B scheme",,,2017-07-31 00:00:00,2017-09-27 00:00:00,2019-09-30 00:00:00,"N",,,,"N",2500000,0.4,10,,0,0,1,,,0,0,0,0,0,,0,0,0,0,,0,,,"Monthly","Monthly",,0,"No lockup period.",0,"No payout period.",2019-04-30 00:00:00,0,,"Guernsey"
114676,"HSBC GH R EUR Institutional","Fund of Funds","EUR","Euro","Unit trust - B scheme",,,2017-07-31 00:00:00,2017-09-27 00:00:00,2019-09-30 00:00:00,"N",,,,"N",2500000,0.4,10,,0,0,1,,,0,0,0,0,0,,0,0,0,0,,0,,,"Monthly","Monthly",,0,"No lockup period.",0,"No payout period.",2019-04-30 00:00:00,0,,"Guernsey"
114682,"Tantallon Tech & Sustainability Fund","Long/Short Equity Hedge","USD","US Dollar","Exempted Company",,,2017-01-02 00:00:00,2017-09-28 00:00:00,2019-09-30 00:00:00,"N",,,,"N",1000000,1.5,10,"Monthly",0,0,0,,,0,0,0,0,0,,0,0,0,0,,0,,,,,,0,"No lockup period.",10,"",2018-12-31 00:00:00,0,,"Cayman Islands"
114683,"Northwest Fund Limited T USD","Equity Market Neutral","USD","US Dollar","Limited Liability Company",,,2007-11-30 00:00:00,2018-05-11 00:00:00,2019-08-31 00:00:00,"N",,,,"N",100000,,20,,0,0,1,,,1,1,1,0,0,,1,0,0,0,,0,,,"Monthly","Monthly",,0,"",15,"",2019-02-26 00:00:00,0,,"Cayman Islands"
114971,"TCA Global Credit Ltd A2","Other","USD","US Dollar","Exempted Company",,,2017-11-01 00:00:00,2017-11-03 00:00:00,2019-09-30 00:00:00,"N",,,,"N",100000,,,,1,0,1,,,0,0,0,0,0,,0,0,0,0,,0,,,"Monthly","Monthly",,0,"",5,"",2018-12-31 00:00:00,0,,"Cayman Islands"
114972,"TCA Global Credit LP B Interest","Other","USD","US Dollar","Limited Partnership",,,2017-11-01 00:00:00,2017-11-03 00:00:00,2019-09-30 00:00:00,"N",,,,"N",500000,,,,1,0,0,,,0,0,0,0,0,,0,0,0,0,,0,,,"Monthly","Monthly",,0,"",5,"",2018-12-31 00:00:00,0,,"Cayman Islands"
114975,"Tristan Partners LP","Long/Short Equity Hedge","USD","US Dollar","Limited Partnership",,,2005-06-01 00:00:00,2018-06-07 00:00:00,2019-09-30 00:00:00,"N",,,,"N",1000000,,,,1,0,0,,,0,0,0,0,0,,0,0,0,0,,0,,,"Monthly","Semi-Annually",,12,"",0,"No payout period.",2018-12-31 00:00:00,0,,"United States"
114976,"Tristan Offshore Ltd","Long/Short Equity Hedge","USD","US Dollar","Limited Partnership",,,1999-04-01 00:00:00,2018-07-13 00:00:00,2019-09-30 00:00:00,"N",,,,"N",1000000,,,,1,0,0,,,0,0,0,0,0,,0,0,0,0,,0,,,,,,12,"",0,"No payout period.",2018-12-31 00:00:00,0,,"Cayman Islands"
114979,"Leadenhall Divers Ins Linked Invs Fd plc G EUR","Multi-Strategy","EUR","Euro","OEIC",,,2017-06-01 00:00:00,2017-10-02 00:00:00,2019-09-30 00:00:00,"N",,,,"N",250000,,,,1,0,0,,,0,0,0,0,0,,0,0,0,0,,0,,,"Monthly","Quarterly",,0,"No Lockup Period",15,"Payout Period is 15 days",2018-12-31 00:00:00,0,,"Ireland"
114980,"Leadenhall Value Ins Linked Investment plc G GBP","Other","GBP","British Pound Sterling","OEIC",,,2017-01-03 00:00:00,2017-10-02 00:00:00,2019-09-30 00:00:00,"N",,,,"N",250000,,,,1,0,0,,,0,0,0,0,0,,0,0,0,0,,0,,,"Monthly","Quarterly",,0,"No Lockup Period",15,"Payout Period is 15 days",2018-12-31 00:00:00,0,,"Ireland"
114981,"Leadenhall Value Ins Linked Investment plc G CHF","Other","CHF","Swiss Franc","OEIC",,,2017-03-01 00:00:00,2017-10-02 00:00:00,2019-09-30 00:00:00,"N",,,,"N",250000,,,,1,0,0,,,0,0,0,0,0,,0,0,0,0,,0,,,"Monthly","Quarterly",,0,"No Lockup Period",15,"Payout Period is 15 days",2018-12-31 00:00:00,0,,"Ireland"
114982,"Leadenhall Value Ins Linked Investment plc B JPY","Other","JPY","Japanese YEN","OEIC",,,2017-07-03 00:00:00,2017-10-02 00:00:00,2019-09-30 00:00:00,"N",,,,"N",250000,,,,1,0,0,,,0,0,0,0,0,,0,0,0,0,,0,,,"Monthly","Quarterly",,0,"No Lockup Period",15,"Payout Period is 15 days",2018-12-31 00:00:00,0,,"Ireland"
114984,"Blue Sky Balanced A EUR","Multi-Strategy","EUR","Euro","AE - Open-ended Fund",,,2011-03-17 00:00:00,2017-10-02 00:00:00,2019-10-31 00:00:00,"N",,,,"N",100000,0.35,10,,1,0,0,,,0,0,0,0,0,,0,0,0,0,,0,,,"Monthly","Weekly",,0,"No Lockup",0,"No Payout Period",2018-12-31 00:00:00,0,,"Ireland"
115066,"Ninepoint Credit Income Opportunities Series A","Other","CAD","Canadian Dollar","CA - Trust",,,2013-01-16 00:00:00,2017-10-03 00:00:00,2019-09-30 00:00:00,"N",,,,"N",5000,,,,0,0,0,,,0,0,0,0,0,,0,0,0,0,,0,,,,,,0,"",,"",2018-12-31 00:00:00,0,,"Canada"
115067,"Ninepoint Credit Income Opportunities Series B","Other","CAD","Canadian Dollar","CA - Trust",,,2015-07-31 00:00:00,2017-10-03 00:00:00,2019-09-30 00:00:00,"N",,,,"N",5000,1.75,,,0,0,0,,,0,0,0,0,0,,0,0,0,0,,0,,,,,,0,"",,"",2018-12-31 00:00:00,0,,"Canada"
115068,"Ninepoint Credit Income Opportunities Series F","Other","CAD","Canadian Dollar","CA - Trust",,,2015-06-30 00:00:00,2017-10-03 00:00:00,2019-09-30 00:00:00,"N",,,,"N",5000,1,,,0,0,0,,,0,0,0,0,0,,0,0,0,0,,0,,,,,,0,"",,"",2018-12-31 00:00:00,0,,"Canada"
115071,"Dalton India (Master) LP","Long/Short Equity Hedge","USD","US Dollar","Limited Partnership",,,2014-07-01 00:00:00,2017-10-03 00:00:00,2019-09-30 00:00:00,"N",,,,"N",1000000,1.5,20,,1,0,0,,,0,0,0,0,1,1000000,0,0,0,0,,1,50000000,,,,,0,"No Lockup",0,"No Payout Comment",2018-12-31 00:00:00,0,,"Cayman Islands"
115101,"Pharo Africa Fund, Ltd. A","Global Macro","USD","US Dollar","Exempted Limited Liability Co",,,2013-01-31 00:00:00,2018-01-25 00:00:00,2019-09-30 00:00:00,"N",,,,"N",1000000,,,,1,0,0,,,0,0,0,0,0,,0,0,0,0,,0,,,,,,0,"",,"",2018-12-31 00:00:00,0,,"Cayman Islands"
115104,"MKP Select Fund","Fixed Income Arbitrage","USD","US Dollar","Exempted Company",,,2017-09-01 00:00:00,2017-12-01 00:00:00,2019-09-30 00:00:00,"N",,,,"N",10000000,,,,0,0,0,,,0,0,0,0,0,,0,0,0,0,,0,,,,,,0,"",,"",2018-12-31 00:00:00,0,,"United States"
115127,"Highside Global Master Fund LP","Long/Short Equity Hedge","USD","US Dollar","Limited Partnership",,,2016-04-01 00:00:00,2017-10-17 00:00:00,2019-09-30 00:00:00,"N",,,,"N",1000000,1.5,20,,1,0,0,,,0,0,0,0,1,0,0,1,0,0,,1,10000000,,"Monthly","Quarterly",,12,"",,"Payout Period undisclosed",2018-12-31 00:00:00,0,,"United States"
115144,"Hillman Long Short LP","Long/Short Equity Hedge","USD","US Dollar","Limited Partnership",,,2017-04-01 00:00:00,2017-10-24 00:00:00,2019-09-30 00:00:00,"N",,,,"N",1000000,,,,1,0,1,,,0,1,0,0,1,,0,0,0,0,,0,,,,,,12,"",,"Payout Period undisclosed",2018-12-31 00:00:00,1,,"United States"
115339,"Ninepoint Alternative Income Series F","Other","CAD","Canadian Dollar","CA - Trust",,,2016-10-31 00:00:00,2017-10-10 00:00:00,2019-08-31 00:00:00,"N",,,,"N",150000,1,,,0,0,0,,,0,0,0,0,0,,0,0,0,0,,0,,,,,,0,"",,"",2018-12-31 00:00:00,0,,"Canada"
115340,"Ninepoint Alternative Income Series A","Other","CAD","Canadian Dollar","CA - Trust",,,2016-10-31 00:00:00,2017-10-10 00:00:00,2019-08-31 00:00:00,"N",,,,"N",150000,2,,,0,0,0,,,0,0,0,0,0,,0,0,0,0,,0,,,,,,0,"",,"",2018-12-31 00:00:00,0,,"Canada"
115345,"CS (Lux) IRIS Balanced Fund EBH EUR","Other","EUR","Euro","LU - SIF - SICAV",,,2017-10-02 00:00:00,2017-10-09 00:00:00,2019-09-30 00:00:00,"N",,,,"N",0,1.5,15,,1,0,1,,,0,0,0,0,0,,0,0,0,0,,0,,,"Not Defined","Not Defined",,0,"No Lockup Period",90,"",2018-12-31 00:00:00,0,,"Luxembourg"
115364,"Ferrum Austria AIS A Dec 2014 Cap","Multi-Strategy","USD","US Dollar","LU - FCP - Part 2",,,2014-12-31 00:00:00,2018-08-06 00:00:00,2019-09-30 00:00:00,"N",,,,"N",1000000,0.65,20,"Quarterly",1,0,0,,,0,0,0,0,1,1000000,0,1,0,0,,0,,,,,,0,"No Lockup Period",35,"",2019-06-30 00:00:00,0,,"Luxembourg"
115648,"TCA Global Credit Ltd Class I","Other","CHF","Swiss Franc","Exempted Company",,,2015-06-30 00:00:00,2017-10-05 00:00:00,2019-09-30 00:00:00,"N",,,,"N",100000,2,20,,1,0,1,,,0,0,0,0,0,,0,0,0,0,,0,,,"Monthly","Monthly",,0,"",,"",2018-12-31 00:00:00,0,,"Cayman Islands"
115649,"GCM SICAV FIS S.A. Strategy Allocation Fund A","Equity Market Neutral","EUR","Euro","LU - SIF - SICAV",,,2017-06-30 00:00:00,2017-10-18 00:00:00,2019-09-30 00:00:00,"N",,,,"N",125000,,,,1,0,1,,,0,0,0,0,0,,0,0,0,0,,0,,,"Not Defined","Not Defined",,0,"No Lockup Period",7,"",2018-12-31 00:00:00,0,,"Luxembourg"
115651,"GCM SICAV FIS S.A. Strategy Allocation I","Equity Market Neutral","EUR","Euro","LU - SIF - SICAV",,,2017-06-16 00:00:00,2017-10-18 00:00:00,2019-09-30 00:00:00,"N",,,,"N",125000,,,,1,0,1,,,0,0,0,0,0,,0,1,0,0,,0,,,"Not Defined","Not Defined",,0,"No Lockup Period",7,"",2018-12-31 00:00:00,0,,"Luxembourg"
