"ProductReference","CompanyID","CompanyName","CompanyTypeID","CompanyType","Sequence","Address1","Address2","Address3","CityName","StateName","Zip","CountryName","Phone1","Phone2","Fax1","Fax2","MainEmail","WebAddress"
109936,90514,"Leadenhall Capital Partners LLP",1,"Management Firm",1,"St. Helen?s, 1 Undershaft","","","London","","EC3A 8ND","United Kingdom","+44 207 746 1690","","","","Lorenzo.Volpi@leadenhallcp.com","www.leadenhallcp.com"
109936,90514,"Leadenhall Capital Partners LLP",2,"Investment Advisor",1,"St. Helen?s, 1 Undershaft","","","London","","EC3A 8ND","United Kingdom","+44 207 746 1690","","","","Lorenzo.Volpi@leadenhallcp.com","www.leadenhallcp.com"
109939,90514,"Leadenhall Capital Partners LLP",1,"Management Firm",1,"St. Helen?s, 1 Undershaft","","","London","","EC3A 8ND","United Kingdom","+44 207 746 1690","","","","Lorenzo.Volpi@leadenhallcp.com","www.leadenhallcp.com"
109939,90514,"Leadenhall Capital Partners LLP",2,"Investment Advisor",1,"St. Helen?s, 1 Undershaft","","","London","","EC3A 8ND","United Kingdom","+44 207 746 1690","","","","Lorenzo.Volpi@leadenhallcp.com","www.leadenhallcp.com"
109941,90514,"Leadenhall Capital Partners LLP",1,"Management Firm",1,"St. Helen?s, 1 Undershaft","","","London","","EC3A 8ND","United Kingdom","+44 207 746 1690","","","","Lorenzo.Volpi@leadenhallcp.com","www.leadenhallcp.com"
109941,90514,"Leadenhall Capital Partners LLP",2,"Investment Advisor",1,"St. Helen?s, 1 Undershaft","","","London","","EC3A 8ND","United Kingdom","+44 207 746 1690","","","","Lorenzo.Volpi@leadenhallcp.com","www.leadenhallcp.com"
109944,90514,"Leadenhall Capital Partners LLP",1,"Management Firm",1,"St. Helen?s, 1 Undershaft","","","London","","EC3A 8ND","United Kingdom","+44 207 746 1690","","","","Lorenzo.Volpi@leadenhallcp.com","www.leadenhallcp.com"
109944,90514,"Leadenhall Capital Partners LLP",2,"Investment Advisor",1,"St. Helen?s, 1 Undershaft","","","London","","EC3A 8ND","United Kingdom","+44 207 746 1690","","","","Lorenzo.Volpi@leadenhallcp.com","www.leadenhallcp.com"
109945,90514,"Leadenhall Capital Partners LLP",1,"Management Firm",1,"St. Helen?s, 1 Undershaft","","","London","","EC3A 8ND","United Kingdom","+44 207 746 1690","","","","Lorenzo.Volpi@leadenhallcp.com","www.leadenhallcp.com"
109945,90514,"Leadenhall Capital Partners LLP",2,"Investment Advisor",1,"St. Helen?s, 1 Undershaft","","","London","","EC3A 8ND","United Kingdom","+44 207 746 1690","","","","Lorenzo.Volpi@leadenhallcp.com","www.leadenhallcp.com"
109949,10,"N/A",2,"Investment Advisor",1,"","","","None","None","","None","","","","","",""
109966,76960,"Integrated Managed Futures Corp",3,"Sub Advisor",1,"70 University Avenue","Suite 1200","","Toronto","None","M5J 2M4","Canada","+1 416 360 7667","","+1 416 360 7446","","",""
109967,76960,"Integrated Managed Futures Corp",3,"Sub Advisor",1,"70 University Avenue","Suite 1200","","Toronto","None","M5J 2M4","Canada","+1 416 360 7667","","+1 416 360 7446","","",""
109968,76960,"Integrated Managed Futures Corp",3,"Sub Advisor",1,"70 University Avenue","Suite 1200","","Toronto","None","M5J 2M4","Canada","+1 416 360 7667","","+1 416 360 7446","","",""
109969,76960,"Integrated Managed Futures Corp",3,"Sub Advisor",1,"70 University Avenue","Suite 1200","","Toronto","None","M5J 2M4","Canada","+1 416 360 7667","","+1 416 360 7446","","",""
109997,83980,"Reichmuth & Co Investmentfonds AG",1,"Management Firm",1,"Ruetligasse 1","","","Luzern","None","CH-6003","Switzerland","+41 41 249 4999","","+41 41 249 4998","","investmentfonds@reichmuthco.ch",""
109997,83980,"Reichmuth & Co Investmentfonds AG",2,"Investment Advisor",1,"Ruetligasse 1","","","Luzern","None","CH-6003","Switzerland","+41 41 249 4999","","+41 41 249 4998","","investmentfonds@reichmuthco.ch",""
110003,83603,"Scipion Capital Limited",1,"Management Firm",1,"75 Fort Street, Georgetown","","","None","None","","Cayman Islands","","","","","","www.scipion-capital.com"
110003,83603,"Scipion Capital Limited",2,"Investment Advisor",1,"75 Fort Street, Georgetown","","","None","None","","Cayman Islands","","","","","","www.scipion-capital.com"
110052,80090,"Granite Point Capital Management LP",1,"Management Firm",1,"222 Berkeley Street","19th Floor","","Boston","Massachusetts","02116","United States","+1 617 587 7500","","+1 617 587 7501","","info@granitepoint.com","www.granitepoint.com"
110052,80090,"Granite Point Capital Management LP",2,"Investment Advisor",1,"222 Berkeley Street","19th Floor","","Boston","Massachusetts","02116","United States","+1 617 587 7500","","+1 617 587 7501","","info@granitepoint.com","www.granitepoint.com"
110060,88298,"Caravan Capital Management LLC",1,"Management Firm",1,"","","","Tacoma","Washington","","United States","+2 53 230 9011","","","","cliffq@caravancap.com","www.caravancap.com"
110060,88298,"Caravan Capital Management LLC",2,"Investment Advisor",1,"","","","Tacoma","Washington","","United States","+2 53 230 9011","","","","cliffq@caravancap.com","www.caravancap.com"
110078,85505,"Majestic Asset Management LLC",1,"Management Firm",1,"1 Place Ville Marie Suite 1812","Quebec","","Montreal","None","H3B4A9","Canada","+1 514 397 0188","","","","dpaquette@majesticassetmanagement.com","http://www.majesticassetmanagement.com/fund-perfor"
110078,85505,"Majestic Asset Management LLC",2,"Investment Advisor",1,"1 Place Ville Marie Suite 1812","Quebec","","Montreal","None","H3B4A9","Canada","+1 514 397 0188","","","","dpaquette@majesticassetmanagement.com","http://www.majesticassetmanagement.com/fund-perfor"
110080,85505,"Majestic Asset Management LLC",1,"Management Firm",1,"1 Place Ville Marie Suite 1812","Quebec","","Montreal","None","H3B4A9","Canada","+1 514 397 0188","","","","dpaquette@majesticassetmanagement.com","http://www.majesticassetmanagement.com/fund-perfor"
110080,85505,"Majestic Asset Management LLC",2,"Investment Advisor",1,"1 Place Ville Marie Suite 1812","Quebec","","Montreal","None","H3B4A9","Canada","+1 514 397 0188","","","","dpaquette@majesticassetmanagement.com","http://www.majesticassetmanagement.com/fund-perfor"
110081,85505,"Majestic Asset Management LLC",1,"Management Firm",1,"1 Place Ville Marie Suite 1812","Quebec","","Montreal","None","H3B4A9","Canada","+1 514 397 0188","","","","dpaquette@majesticassetmanagement.com","http://www.majesticassetmanagement.com/fund-perfor"
110081,85505,"Majestic Asset Management LLC",2,"Investment Advisor",1,"1 Place Ville Marie Suite 1812","Quebec","","Montreal","None","H3B4A9","Canada","+1 514 397 0188","","","","dpaquette@majesticassetmanagement.com","http://www.majesticassetmanagement.com/fund-perfor"
110082,85505,"Majestic Asset Management LLC",1,"Management Firm",1,"1 Place Ville Marie Suite 1812","Quebec","","Montreal","None","H3B4A9","Canada","+1 514 397 0188","","","","dpaquette@majesticassetmanagement.com","http://www.majesticassetmanagement.com/fund-perfor"
110082,85505,"Majestic Asset Management LLC",2,"Investment Advisor",1,"1 Place Ville Marie Suite 1812","Quebec","","Montreal","None","H3B4A9","Canada","+1 514 397 0188","","","","dpaquette@majesticassetmanagement.com","http://www.majesticassetmanagement.com/fund-perfor"
110160,74114,"Rima Management LLC",1,"Management Firm",1,"680 Fifth Avenue","Suite 1300","","New York","New York","10019","United States","+1 212 977 2487","","+1 212 489 1248","","","www.senvest.com"
110160,74114,"Rima Management LLC",2,"Investment Advisor",1,"680 Fifth Avenue","Suite 1300","","New York","New York","10019","United States","+1 212 977 2487","","+1 212 489 1248","","","www.senvest.com"
110206,77110,"Owl Creek Asset Management LP",1,"Management Firm",1,"640 Fifth Avenue","20th Floor","","New York","New York","10019","United States","+1 212 688 2550","","+1 212 753 2760","","",""
110207,77110,"Owl Creek Asset Management LP",1,"Management Firm",1,"640 Fifth Avenue","20th Floor","","New York","New York","10019","United States","+1 212 688 2550","","+1 212 753 2760","","",""
110210,77110,"Owl Creek Asset Management LP",1,"Management Firm",1,"640 Fifth Avenue","20th Floor","","New York","New York","10019","United States","+1 212 688 2550","","+1 212 753 2760","","",""
110214,40512,"Capital Fund Management SA",1,"Management Firm",1,"6 boulevard Haussmann","","","Paris","None","75009","France","+33 1 4949 5949","","+33 1 4770 1740","","","www.cfm.fr"
110214,40512,"Capital Fund Management SA",2,"Investment Advisor",1,"6 boulevard Haussmann","","","Paris","None","75009","France","+33 1 4949 5949","","+33 1 4770 1740","","","www.cfm.fr"
110216,77111,"Sidus Investment Management, LLC",1,"Management Firm",1,"Sidus Investment Management, LL","767 Third Avenue","15th Floor","New York","New York","10017","United States","+1 212 751 6644","","+1 212 751 6647","","","www.sidusfunds.com"
110216,77111,"Sidus Investment Management, LLC",2,"Investment Advisor",1,"Sidus Investment Management, LL","767 Third Avenue","15th Floor","New York","New York","10017","United States","+1 212 751 6644","","+1 212 751 6647","","","www.sidusfunds.com"
110218,81350,"RMB Capital Management, LLC",1,"Management Firm",1,"115 South LaSalle Street","Suite 3400","","Chicago","Illinois","60603","United States","+1 312 993 5800","","+1 312 993 5801","","","www.rmbcap.com"
110218,81350,"RMB Capital Management, LLC",2,"Investment Advisor",1,"115 South LaSalle Street","Suite 3400","","Chicago","Illinois","60603","United States","+1 312 993 5800","","+1 312 993 5801","","","www.rmbcap.com"
110226,81350,"RMB Capital Management, LLC",1,"Management Firm",1,"115 South LaSalle Street","Suite 3400","","Chicago","Illinois","60603","United States","+1 312 993 5800","","+1 312 993 5801","","","www.rmbcap.com"
110226,81350,"RMB Capital Management, LLC",2,"Investment Advisor",1,"115 South LaSalle Street","Suite 3400","","Chicago","Illinois","60603","United States","+1 312 993 5800","","+1 312 993 5801","","","www.rmbcap.com"
110280,84631,"La Francaise des Placements Investissements SAS",1,"Management Firm",1,"17 rue de Marignan","","","Paris","None","75008","France","+ 33 1 73 00 73 48","","+ 33 1 73 00 73 75","","institutionnels@placements.fr",""
110329,88945,"Mansard Capital Management",1,"Management Firm",1,"85, St John Street","","","Valletta","","VLT1165","Malta","","","","","",""
110329,88946,"Mansard Capital LLP",2,"Investment Advisor",1,"33 St James Square,","","","London","","SE1 Y 4JS","United Kingdom","","","","","",""
110382,90514,"Leadenhall Capital Partners LLP",1,"Management Firm",1,"St. Helen?s, 1 Undershaft","","","London","","EC3A 8ND","United Kingdom","+44 207 746 1690","","","","Lorenzo.Volpi@leadenhallcp.com","www.leadenhallcp.com"
110382,90514,"Leadenhall Capital Partners LLP",2,"Investment Advisor",1,"St. Helen?s, 1 Undershaft","","","London","","EC3A 8ND","United Kingdom","+44 207 746 1690","","","","Lorenzo.Volpi@leadenhallcp.com","www.leadenhallcp.com"
110386,91181,"Audentia Capital Sicav plc",1,"Management Firm",1,"46/2, La Paloma","Ibragg","","None","","SWQ2044","Malta","","","","","info@audentiacapital.eu","www.audentia.e-smartzone.com"
110386,91181,"Audentia Capital Sicav plc",2,"Investment Advisor",1,"46/2, La Paloma","Ibragg","","None","","SWQ2044","Malta","","","","","info@audentiacapital.eu","www.audentia.e-smartzone.com"
110392,80569,"HSBC Management (Guernsey) Limited",1,"Management Firm",1,"Arnold House, St Julian?s Avenue","","","St Peters Port","None","GY1 3NF","Guernsey","+44 1 481 709581","","+44 1 481 700031","","paulwrench@hsbc.com","www.hsbc.com"
110393,80569,"HSBC Management (Guernsey) Limited",1,"Management Firm",1,"Arnold House, St Julian?s Avenue","","","St Peters Port","None","GY1 3NF","Guernsey","+44 1 481 709581","","+44 1 481 700031","","paulwrench@hsbc.com","www.hsbc.com"
110394,80569,"HSBC Management (Guernsey) Limited",1,"Management Firm",1,"Arnold House, St Julian?s Avenue","","","St Peters Port","None","GY1 3NF","Guernsey","+44 1 481 709581","","+44 1 481 700031","","paulwrench@hsbc.com","www.hsbc.com"
110396,75917,"HSBC Alternative Investment Limited",2,"Investment Advisor",1,"78 St James's Street","","","London","None","SW1A 1EJ","United Kingdom","+44 20 7024 0592","","+44 20 7549 7553","","","http://www.hsbcril.com/Home/tabid/36/Default.aspx"
110396,80569,"HSBC Management (Guernsey) Limited",1,"Management Firm",1,"Arnold House, St Julian?s Avenue","","","St Peters Port","None","GY1 3NF","Guernsey","+44 1 481 709581","","+44 1 481 700031","","paulwrench@hsbc.com","www.hsbc.com"
110397,80569,"HSBC Management (Guernsey) Limited",1,"Management Firm",1,"Arnold House, St Julian?s Avenue","","","St Peters Port","None","GY1 3NF","Guernsey","+44 1 481 709581","","+44 1 481 700031","","paulwrench@hsbc.com","www.hsbc.com"
110398,80569,"HSBC Management (Guernsey) Limited",1,"Management Firm",1,"Arnold House, St Julian?s Avenue","","","St Peters Port","None","GY1 3NF","Guernsey","+44 1 481 709581","","+44 1 481 700031","","paulwrench@hsbc.com","www.hsbc.com"
110399,80569,"HSBC Management (Guernsey) Limited",1,"Management Firm",1,"Arnold House, St Julian?s Avenue","","","St Peters Port","None","GY1 3NF","Guernsey","+44 1 481 709581","","+44 1 481 700031","","paulwrench@hsbc.com","www.hsbc.com"
110419,74640,"Kempen Capital Management NV",1,"Management Firm",1,"Beethovenstraat 300","","","Amsterdam","None","1077 WZ","Netherlands","+31 20 348 8871","","+31 20 348 8750","","","www.kempen.nl"
110419,74640,"Kempen Capital Management NV",2,"Investment Advisor",1,"Beethovenstraat 300","","","Amsterdam","None","1077 WZ","Netherlands","+31 20 348 8871","","+31 20 348 8750","","","www.kempen.nl"
110471,83371,"Hedge Invest (Suisse) SA",1,"Management Firm",1,"Via Vittor Pisani, 22","","","Milan","None","20124","Italy","+39 02 667 441","","+39 02 6674 450","","","www.hedgeinvest.it"
110471,83371,"Hedge Invest (Suisse) SA",2,"Investment Advisor",1,"Via Vittor Pisani, 22","","","Milan","None","20124","Italy","+39 02 667 441","","+39 02 6674 450","","","www.hedgeinvest.it"
110531,82971,"Goodman & Company Investment Counsel",1,"Management Firm",1,"1 Adelaide Street","","","Toronto","Ontario","M5C 2V9","Canada","+1 866 977 0477","","+ 416 363 5850","","invest@dynamic.ca",""
110531,82971,"Goodman & Company Investment Counsel",2,"Investment Advisor",1,"1 Adelaide Street","","","Toronto","Ontario","M5C 2V9","Canada","+1 866 977 0477","","+ 416 363 5850","","invest@dynamic.ca",""
110533,87201,"Carlisle Management Company SCA",1,"Management Firm",1,"9, Rue Sainte Zithe","4th floor","","Luxembourg","","L-2763","Luxembourg","+3 522 684 5359","","+3 522 684 5376","","info@carlislemanagementcompany.com",""
110533,87201,"Carlisle Management Company SCA",2,"Investment Advisor",1,"9, Rue Sainte Zithe","4th floor","","Luxembourg","","L-2763","Luxembourg","+3 522 684 5359","","+3 522 684 5376","","info@carlislemanagementcompany.com",""
110534,87201,"Carlisle Management Company SCA",1,"Management Firm",1,"9, Rue Sainte Zithe","4th floor","","Luxembourg","","L-2763","Luxembourg","+3 522 684 5359","","+3 522 684 5376","","info@carlislemanagementcompany.com",""
110534,87201,"Carlisle Management Company SCA",2,"Investment Advisor",1,"9, Rue Sainte Zithe","4th floor","","Luxembourg","","L-2763","Luxembourg","+3 522 684 5359","","+3 522 684 5376","","info@carlislemanagementcompany.com",""
110595,88529,"SkyBridge Capital II LLC",1,"Management Firm",1,"527 Madison Avenue, 16th Fl","","","New York","New York","10022","United States","","","","","","www.skybridgecapital.com"
110595,88529,"SkyBridge Capital II LLC",2,"Investment Advisor",1,"527 Madison Avenue, 16th Fl","","","New York","New York","10022","United States","","","","","","www.skybridgecapital.com"
110610,90424,"BC Gestao de Recursos LTDA",1,"Management Firm",1,"Praça Gentil","Falcão, 108/81","","Sao Paulo","","","Brazil","","","","","","www.brasilcapital.com"
110610,90424,"BC Gestao de Recursos LTDA",2,"Investment Advisor",1,"Praça Gentil","Falcão, 108/81","","Sao Paulo","","","Brazil","","","","","","www.brasilcapital.com"
110644,88208,"Crescat Capital LLC",1,"Management Firm",1,"1560 Broadway","Suite 2270","","Denver","Colorado","80202","United States","+1 303 271 9997","","+1 303 271 9998","","info@crescat.net","www.crescat.net"
110644,88208,"Crescat Capital LLC",2,"Investment Advisor",1,"1560 Broadway","Suite 2270","","Denver","Colorado","80202","United States","+1 303 271 9997","","+1 303 271 9998","","info@crescat.net","www.crescat.net"
110652,82370,"Oryx Investment Management",2,"Investment Advisor",1,"5TH FLOOR, PROTEA PLACE,","CNR PROTEA RD & DREYER ST,","CLAREMONT 7708, CAPE TOWN","None","None","","South Africa","+27 21 671 4273","","+27 21 683 0283","","barry@oryxim.co.za",""
110663,91181,"Audentia Capital Sicav plc",1,"Management Firm",1,"46/2, La Paloma","Ibragg","","None","","SWQ2044","Malta","","","","","info@audentiacapital.eu","www.audentia.e-smartzone.com"
110663,91181,"Audentia Capital Sicav plc",2,"Investment Advisor",1,"46/2, La Paloma","Ibragg","","None","","SWQ2044","Malta","","","","","info@audentiacapital.eu","www.audentia.e-smartzone.com"
110699,84261,"Henderson Alternative Investment Advisor Ltd",1,"Management Firm",1,"201 Bishopsgate","","","London","","EC2M 3AE","United Kingdom","+44 020 7818 1818","","+44 020 7818 1819","","","www.henderson.co.uk"
110699,84261,"Henderson Alternative Investment Advisor Ltd",2,"Investment Advisor",1,"201 Bishopsgate","","","London","","EC2M 3AE","United Kingdom","+44 020 7818 1818","","+44 020 7818 1819","","","www.henderson.co.uk"
110701,84261,"Henderson Alternative Investment Advisor Ltd",1,"Management Firm",1,"201 Bishopsgate","","","London","","EC2M 3AE","United Kingdom","+44 020 7818 1818","","+44 020 7818 1819","","","www.henderson.co.uk"
110701,84261,"Henderson Alternative Investment Advisor Ltd",2,"Investment Advisor",1,"201 Bishopsgate","","","London","","EC2M 3AE","United Kingdom","+44 020 7818 1818","","+44 020 7818 1819","","","www.henderson.co.uk"
110705,84261,"Henderson Alternative Investment Advisor Ltd",1,"Management Firm",1,"201 Bishopsgate","","","London","","EC2M 3AE","United Kingdom","+44 020 7818 1818","","+44 020 7818 1819","","","www.henderson.co.uk"
110705,84261,"Henderson Alternative Investment Advisor Ltd",2,"Investment Advisor",1,"201 Bishopsgate","","","London","","EC2M 3AE","United Kingdom","+44 020 7818 1818","","+44 020 7818 1819","","","www.henderson.co.uk"
110728,88456,"Typhon Capital Management LLC",1,"Management Firm",1,"190 S. LaSalle St.","#3000","","Chicago","Illinois","60654","United States","+1 312 836 1180","","+1 312 577 0954","","info@typhoncap.com",""
110728,88456,"Typhon Capital Management LLC",2,"Investment Advisor",1,"190 S. LaSalle St.","#3000","","Chicago","Illinois","60654","United States","+1 312 836 1180","","+1 312 577 0954","","info@typhoncap.com",""
110729,90417,"36One Asset Management",2,"Investment Advisor",1,"6a Sandown Valley Crescent","Sandown","Gauteng","","","2196","South Africa","+2 711 722 7563","","","","investments@peregrine.co.za",""
110741,87164,"TMS Capital Management Ltd",2,"Investment Advisor",1,"9575 Katy Freeway, Suite 360","","","Houston","Texas","77024","United States","+1 713 467 2300","","+1 713 467 2338","","admin@tmstrade.com","www.tmstrade.com"
110741,88456,"Typhon Capital Management LLC",1,"Management Firm",1,"190 S. LaSalle St.","#3000","","Chicago","Illinois","60654","United States","+1 312 836 1180","","+1 312 577 0954","","info@typhoncap.com",""
110749,27248,"Carey Olsen (Guernsey)",2,"Investment Advisor",1,"PO Box 98","Carey House","Les Banques","St Peters Port","None","GY1 4BZ","Guernsey","","","","","","http://www.careyolsen.com/"
110750,10,"N/A",2,"Investment Advisor",1,"","","","None","None","","None","","","","","",""
110750,84974,"Danske Capital",1,"Management Firm",1,"Strødamvej 46","","","Copenhagen","","DK-2100","Denmark","+45 4513 9600","","+45 4514 9803","","danskecapital.danmark@danskecapital.com","www.danskecapital.com"
111023,85134,"CIM Investment Management Ltd",1,"Management Firm",1,"British Columbia House","1 Regent Street","","London","None","","United Kingdom","","","","","","SW1Y 4NS"
111023,85134,"CIM Investment Management Ltd",2,"Investment Advisor",1,"British Columbia House","1 Regent Street","","London","None","","United Kingdom","","","","","","SW1Y 4NS"
111154,10,"N/A",2,"Investment Advisor",1,"","","","None","None","","None","","","","","",""
111155,10,"N/A",2,"Investment Advisor",1,"","","","None","None","","None","","","","","",""
111172,79971,"GEM Global Equity Management SA",1,"Management Firm",1,"Lyford Cay Drive","Lyford Cay","P.O. Box N-9204","Nassau","None","","Bahamas","+ 242 362 4001","","+ 242 362 4018","","toby@gem.bs","www.gem.bs"
111191,90330,"Syz Asset Management SA",2,"Investment Advisor",1,"30, rue du Rhône","","","Geneva","","CH-1204","Switzerland","","","","","","www.syzgroup.com"
111192,90330,"Syz Asset Management SA",2,"Investment Advisor",1,"30, rue du Rhône","","","Geneva","","CH-1204","Switzerland","","","","","","www.syzgroup.com"
111193,90330,"Syz Asset Management SA",2,"Investment Advisor",1,"30, rue du Rhône","","","Geneva","","CH-1204","Switzerland","","","","","","www.syzgroup.com"
111195,90330,"Syz Asset Management SA",2,"Investment Advisor",1,"30, rue du Rhône","","","Geneva","","CH-1204","Switzerland","","","","","","www.syzgroup.com"
111196,90330,"Syz Asset Management SA",2,"Investment Advisor",1,"30, rue du Rhône","","","Geneva","","CH-1204","Switzerland","","","","","","www.syzgroup.com"
111197,90330,"Syz Asset Management SA",2,"Investment Advisor",1,"30, rue du Rhône","","","Geneva","","CH-1204","Switzerland","","","","","","www.syzgroup.com"
111201,90330,"Syz Asset Management SA",2,"Investment Advisor",1,"30, rue du Rhône","","","Geneva","","CH-1204","Switzerland","","","","","","www.syzgroup.com"
111202,90330,"Syz Asset Management SA",2,"Investment Advisor",1,"30, rue du Rhône","","","Geneva","","CH-1204","Switzerland","","","","","","www.syzgroup.com"
111203,90330,"Syz Asset Management SA",2,"Investment Advisor",1,"30, rue du Rhône","","","Geneva","","CH-1204","Switzerland","","","","","","www.syzgroup.com"
111214,90330,"Syz Asset Management SA",2,"Investment Advisor",1,"30, rue du Rhône","","","Geneva","","CH-1204","Switzerland","","","","","","www.syzgroup.com"
111215,90330,"Syz Asset Management SA",2,"Investment Advisor",1,"30, rue du Rhône","","","Geneva","","CH-1204","Switzerland","","","","","","www.syzgroup.com"
111292,82037,"Omni Partners LLP",1,"Management Firm",1,"2nd Floor","Salters Hall","4 Fore Street","London","None","EC2Y 5DB","United Kingdom","+44 207 847 0190","+44 807 847 0133","+44 207 374 2000","","investorrelations@omnipartners.co.uk","www.omnipartners.co.uk"
111292,82037,"Omni Partners LLP",2,"Investment Advisor",1,"2nd Floor","Salters Hall","4 Fore Street","London","None","EC2Y 5DB","United Kingdom","+44 207 847 0190","+44 807 847 0133","+44 207 374 2000","","investorrelations@omnipartners.co.uk","www.omnipartners.co.uk"
111471,70540,"GLG Partners LP",2,"Investment Advisor",1,"1 Curzon Street","","","London","None","W1J 5HB","United Kingdom","+44 20 7016 7379","","+44 20 7016 7299","","","www.glgpartners.com"
111471,85286,"GLG Partners Asset Management Limited",1,"Management Firm",1,"70 Sir John Rogerson?s Quay","","","Dublin 2","None","","Ireland","","","","","",""
111475,85393,"Ayaltis AG",1,"Management Firm",1,"Lavaterstrasse 101","","","Zurich","","8002","Switzerland","+41 43 501 37 64","","","","mueller@ayaltis.com","www.ayaltis.com"
111475,85393,"Ayaltis AG",2,"Investment Advisor",1,"Lavaterstrasse 101","","","Zurich","","8002","Switzerland","+41 43 501 37 64","","","","mueller@ayaltis.com","www.ayaltis.com"
111519,81483,"Regal Funds Management Pty Limited",1,"Management Firm",1,"Level 47 Gateway","1 Macquarie Place","","Sydney","None","2000","Australia","+61 2 8197 4320","","+61 2 8197 4334","","info@regalfm.com","www.regalfm.com"
111519,81483,"Regal Funds Management Pty Limited",2,"Investment Advisor",1,"Level 47 Gateway","1 Macquarie Place","","Sydney","None","2000","Australia","+61 2 8197 4320","","+61 2 8197 4334","","info@regalfm.com","www.regalfm.com"
111572,5784,"Peregrine Capital Corporation",2,"Investment Advisor",1,"610 West Lionshead Circle, Suite 100","","","Vail","Colorado","81657","United States","+1 970 476 1360","","+1 970 479 9248","","",""
111664,9491,"Harvest Management LLC",1,"Management Firm",1,"32 East 57th Street","20th Floor","","New York","New York","10022","United States","+1 212 644 2202","","+1 212 644 2210","","","www.HarvestManagement.com"
111664,9491,"Harvest Management LLC",2,"Investment Advisor",1,"32 East 57th Street","20th Floor","","New York","New York","10022","United States","+1 212 644 2202","","+1 212 644 2210","","","www.HarvestManagement.com"
111760,90330,"Syz Asset Management SA",2,"Investment Advisor",1,"30, rue du Rhône","","","Geneva","","CH-1204","Switzerland","","","","","","www.syzgroup.com"
111783,81416,"GAM International Management Limited",2,"Investment Advisor",1,"20 King Street","","","London","None","SW1Y 6QY","United Kingdom","+44 207 493 9990","","+44 207 493 0715","","consultantdata@gam.com","www.gam.com"
111783,82764,"GAM Fund Management Limited",1,"Management Firm",1,"George's Court","54-62 Townsend Street","","Dublin 2","None","","Ireland","+353 1 609 3927","","+353 1 611 7941","","info@gam.com","www.gam.com"
111830,10,"N/A",3,"Sub Advisor",1,"","","","None","None","","None","","","","","",""
111830,90714,"LGT Capital Partners (Ireland) Limited",1,"Management Firm",1,"Segrave House","19/20 Earlsfort Terrace","","Dublin","","","Ireland","+ 353 1 433 74 20","","+ 353 1 433 74 25","","lgt.cp@lgt.com","www.lgt.com"
111830,90714,"LGT Capital Partners (Ireland) Limited",2,"Investment Advisor",1,"Segrave House","19/20 Earlsfort Terrace","","Dublin","","","Ireland","+ 353 1 433 74 20","","+ 353 1 433 74 25","","lgt.cp@lgt.com","www.lgt.com"
111831,10,"N/A",3,"Sub Advisor",1,"","","","None","None","","None","","","","","",""
111831,90714,"LGT Capital Partners (Ireland) Limited",1,"Management Firm",1,"Segrave House","19/20 Earlsfort Terrace","","Dublin","","","Ireland","+ 353 1 433 74 20","","+ 353 1 433 74 25","","lgt.cp@lgt.com","www.lgt.com"
111831,90714,"LGT Capital Partners (Ireland) Limited",2,"Investment Advisor",1,"Segrave House","19/20 Earlsfort Terrace","","Dublin","","","Ireland","+ 353 1 433 74 20","","+ 353 1 433 74 25","","lgt.cp@lgt.com","www.lgt.com"
111833,10,"N/A",3,"Sub Advisor",1,"","","","None","None","","None","","","","","",""
111833,90714,"LGT Capital Partners (Ireland) Limited",1,"Management Firm",1,"Segrave House","19/20 Earlsfort Terrace","","Dublin","","","Ireland","+ 353 1 433 74 20","","+ 353 1 433 74 25","","lgt.cp@lgt.com","www.lgt.com"
111833,90714,"LGT Capital Partners (Ireland) Limited",2,"Investment Advisor",1,"Segrave House","19/20 Earlsfort Terrace","","Dublin","","","Ireland","+ 353 1 433 74 20","","+ 353 1 433 74 25","","lgt.cp@lgt.com","www.lgt.com"
111835,90330,"Syz Asset Management SA",2,"Investment Advisor",1,"30, rue du Rhône","","","Geneva","","CH-1204","Switzerland","","","","","","www.syzgroup.com"
111837,90330,"Syz Asset Management SA",2,"Investment Advisor",1,"30, rue du Rhône","","","Geneva","","CH-1204","Switzerland","","","","","","www.syzgroup.com"
111838,10,"N/A",2,"Investment Advisor",1,"","","","None","None","","None","","","","","",""
111864,84794,"Picton Mahoney Asset Management",1,"Management Firm",1,"151 Yonge Street","10th Floor","","Toronto","Ontario","M5C 2W7","Canada","+1 416 955 4108","","+1 416 955 4100","","",""
111864,84794,"Picton Mahoney Asset Management",2,"Investment Advisor",1,"151 Yonge Street","10th Floor","","Toronto","Ontario","M5C 2W7","Canada","+1 416 955 4108","","+1 416 955 4100","","",""
111865,84794,"Picton Mahoney Asset Management",1,"Management Firm",1,"151 Yonge Street","10th Floor","","Toronto","Ontario","M5C 2W7","Canada","+1 416 955 4108","","+1 416 955 4100","","",""
111865,84794,"Picton Mahoney Asset Management",2,"Investment Advisor",1,"151 Yonge Street","10th Floor","","Toronto","Ontario","M5C 2W7","Canada","+1 416 955 4108","","+1 416 955 4100","","",""
111868,75917,"HSBC Alternative Investment Limited",2,"Investment Advisor",1,"78 St James's Street","","","London","None","SW1A 1EJ","United Kingdom","+44 20 7024 0592","","+44 20 7549 7553","","","http://www.hsbcril.com/Home/tabid/36/Default.aspx"
